Район Город,класс,Отделка,Зона,Площадь,Тип Комнатности,Labels
1.4002178070783002,0.39620324610696656,-0.6678155323655827,-0.06343774841498748,0.38605484716954597,-0.24998883059481194,0
1.4002178070783002,0.39620324610696656,-0.6678155323655827,-0.06343774841498748,1.795231444953417,0.4536594643967244,1
1.4002178070783002,0.39620324610696656,-0.6678155323655827,-0.06343774841498748,2.444945265738504,1.1573077593882606,2
1.4002178070783002,0.39620324610696656,-0.6678155323655827,-0.06343774841498748,-1.2118899553018843,1.860956054379797,3
1.4002178070783002,0.39620324610696656,-0.6678155323655827,-0.06343774841498748,1.711822238231007,0.4536594643967244,1
1.4002178070783002,0.39620324610696656,-0.6678155323655827,-0.06343774841498748,-0.4216974705632648,-0.9536371255863483,4
1.4002178070783002,0.39620324610696656,-0.6678155323655827,-0.06343774841498748,-1.2074999970533362,1.860956054379797,3
1.4002178070783002,0.39620324610696656,-0.6678155323655827,-0.06343774841498748,2.0366791486235507,0.4536594643967244,1
1.4002178070783002,0.39620324610696656,-0.6678155323655827,-0.06343774841498748,-0.4699870112972916,-0.9536371255863483,4
1.4002178070783002,0.39620324610696656,-0.6678155323655827,-0.06343774841498748,-0.4699870112972916,-0.9536371255863483,4
1.4002178070783002,0.39620324610696656,-0.6678155323655827,-0.06343774841498748,-0.25926901536699326,-0.9536371255863483,4
1.4002178070783002,0.39620324610696656,-0.6678155323655827,-0.06343774841498748,-0.22414934937860997,-0.9536371255863483,4
1.4002178070783002,0.39620324610696656,-0.6678155323655827,-0.06343774841498748,-0.4216974705632648,-0.9536371255863483,4
1.4002178070783002,0.39620324610696656,-0.6678155323655827,-0.06343774841498748,0.35532513942971067,-0.24998883059481194,0
1.4002178070783002,0.39620324610696656,-0.6678155323655827,-0.06343774841498748,-1.2118899553018843,1.860956054379797,3
1.4002178070783002,0.39620324610696656,-0.6678155323655827,-0.06343774841498748,2.444945265738504,1.1573077593882606,2
1.4002178070783002,0.39620324610696656,-0.6678155323655827,-0.06343774841498748,-0.2899987231068282,-0.9536371255863483,4
1.4002178070783002,0.39620324610696656,-0.6678155323655827,-0.06343774841498748,-1.2074999970533362,1.860956054379797,3
1.4002178070783002,0.39620324610696656,-0.6678155323655827,-0.06343774841498748,0.6143326760940357,-0.24998883059481194,0
1.4002178070783002,0.39620324610696656,-0.6678155323655827,-0.06343774841498748,-0.16707989214748759,-0.9536371255863483,4
1.4002178070783002,0.39620324610696656,-0.6678155323655827,-0.06343774841498748,0.5397033858687219,-0.24998883059481194,0
1.4002178070783002,0.39620324610696656,-0.6678155323655827,-0.06343774841498748,-0.4699870112972916,-0.9536371255863483,4
1.4002178070783002,0.39620324610696656,-0.6678155323655827,-0.06343774841498748,-1.2074999970533362,1.860956054379797,3
1.4002178070783002,0.39620324610696656,-0.6678155323655827,-0.06343774841498748,-1.2074999970533362,1.860956054379797,3
1.4002178070783002,0.39620324610696656,-0.6678155323655827,-0.06343774841498748,-1.2074999970533362,1.860956054379797,3
1.4002178070783002,0.39620324610696656,-0.6678155323655827,-0.06343774841498748,-0.2899987231068282,-0.9536371255863483,4
1.4002178070783002,0.39620324610696656,-0.6678155323655827,-0.06343774841498748,0.7635912565446641,-0.24998883059481194,0
1.4002178070783002,0.39620324610696656,-0.6678155323655827,-0.06343774841498748,0.5616531771114613,-0.24998883059481194,0
1.4002178070783002,0.39620324610696656,-0.6678155323655827,-0.06343774841498748,0.5440933441172698,-0.24998883059481194,0
1.4002178070783002,0.39620324610696656,-0.6678155323655827,-0.06343774841498748,-1.2074999970533362,1.860956054379797,3
1.4002178070783002,0.39620324610696656,-0.6678155323655827,-0.06343774841498748,0.35532513942971067,-0.24998883059481194,0
1.4002178070783002,0.39620324610696656,-0.6678155323655827,-0.06343774841498748,-1.2118899553018843,1.860956054379797,3
1.4002178070783002,0.39620324610696656,-0.6678155323655827,-0.06343774841498748,0.83383058852143,-0.24998883059481194,0
1.4002178070783002,0.39620324610696656,-0.6678155323655827,-0.06343774841498748,0.38605484716954597,-0.24998883059481194,0
